Datum,Waterstand,Temperatuur water,B2214004 Luchtdruk,Waterstand gecorrigeerd
2024-11-26 11:00:00,1204.31,13.59,1016.4,1214.3
2024-11-26 10:00:00,1203.79,13.59,1016.4,1213.8
2024-11-26 09:00:00,1203.26,13.59,1015.7,1214
2024-11-26 08:00:00,1202.68,13.59,1015,1214.1
2024-11-26 07:00:00,1202.26,13.58,1014.6,1214.1
2024-11-26 06:00:00,1201.71,13.57,1014.2,1213.9
2024-11-26 05:00:00,1201.09,13.58,1013.9,1213.6
2024-11-26 04:00:00,1200.61,13.58,1013.3,1213.7
2024-11-26 03:00:00,1200.08,13.6,1013.1,1213.4
2024-11-26 02:00:00,1199.46,13.6,1012.5,1213.4
2024-11-26 01:00:00,1198.91,13.6,1012.1,1213.2
2024-11-26 00:00:00,1198.4,13.59,1011.1,1213.7
2024-11-25 23:00:00,1197.52,13.59,1010.2,1213.7
2024-11-25 22:00:00,1196.95,13.6,1009.4,1214
2024-11-25 21:00:00,1196.41,13.62,1008.7,1214.1
2024-11-25 20:00:00,1195.68,13.62,1008,1214.1
2024-11-25 19:00:00,1194.98,13.62,1007,1214.4
2024-11-25 18:00:00,1194.3,13.61,1006.2,1214.5
2024-11-25 17:00:00,1193.72,13.6,1005.3,1214.9
2024-11-25 16:00:00,1192.88,13.61,1004.6,1214.7
2024-11-25 15:00:00,1192.33,13.63,1003.7,1215.1
2024-11-25 14:00:00,1191.77,13.62,1002.6,1215.6
2024-11-25 13:00:00,1191.49,13.63,1002.2,1215.7
2024-11-25 12:00:00,1191.83,13.63,1001.9,1216.4
2024-11-25 11:00:00,1191.62,13.63,1001.1,1217
2024-11-25 10:00:00,1191.32,13.62,1000,1217.8
2024-11-25 09:00:00,1191.25,13.63,999.7,1218.1
2024-11-25 08:00:00,1191.25,13.63,999.2,1218.6
2024-11-25 07:00:00,1191.54,13.64,999.5,1218.6
2024-11-25 06:00:00,1191.74,13.64,1000.2,1218
2024-11-25 05:00:00,1191.88,13.64,1000.4,1218
2024-11-25 04:00:00,1192.05,13.64,1000.9,1217.6
2024-11-25 03:00:00,1192.3,13.65,1001.4,1217.4
2024-11-25 02:00:00,1192.28,13.64,1001.7,1217.1
2024-11-25 01:00:00,1192.35,13.63,1002.1,1216.7
2024-11-25 00:00:00,1192.45,13.65,1002.3,1216.6
2024-11-24 23:00:00,1192.68,13.64,1002.5,1216.7
2024-11-24 22:00:00,1192.7,13.63,1003,1216.2
2024-11-24 21:00:00,1192.8,13.64,1003.4,1215.9
2024-11-24 20:00:00,1192.75,13.64,1003.6,1215.6
2024-11-24 19:00:00,1192.67,13.66,1004,1215.1
2024-11-24 18:00:00,1192.53,13.65,1003.8,1215.2
2024-11-24 17:00:00,1192.51,13.66,1003.9,1215.1
2024-11-24 16:00:00,1192.38,13.65,1004,1214.8
2024-11-24 15:00:00,1192.37,13.67,1003.8,1215
2024-11-24 14:00:00,1192.37,13.66,1003.8,1215
2024-11-24 13:00:00,1192.31,13.67,1004.8,1213.9
2024-11-24 12:00:00,1192.13,13.67,1005.2,1213.3
2024-11-24 11:00:00,1191.84,13.66,1005.2,1213
2024-11-24 10:00:00,1191.49,13.69,1005.5,1212.4
2024-11-24 09:00:00,1190.78,13.66,1005.4,1211.8
2024-11-24 08:00:00,1190.49,13.67,1005.3,1211.6
2024-11-24 07:00:00,1190.31,13.67,1004.8,1211.9
2024-11-24 06:00:00,1190.21,13.68,1004.9,1211.7
2024-11-24 05:00:00,1189.74,13.67,1005.1,1211
2024-11-24 04:00:00,1189.45,13.67,1005.1,1210.7
2024-11-24 03:00:00,1189.21,13.65,1005.6,1210
2024-11-24 02:00:00,1188.93,13.67,1005.2,1210.1
2024-11-24 01:00:00,1188.63,13.68,1005.4,1209.6
2024-11-24 00:00:00,1188.33,13.68,1004.7,1210
2024-11-23 23:00:00,1188.52,13.65,1004.4,1210.5
2024-11-23 22:00:00,1188.98,13.66,1004.4,1210.9
2024-11-23 21:00:00,1189.17,13.66,1005.2,1210.3
2024-11-23 20:00:00,1189.39,13.67,1005.8,1209.9
2024-11-23 19:00:00,1189.61,13.66,1006.3,1209.6
2024-11-23 18:00:00,1190.01,13.65,1006.8,1209.5
2024-11-23 17:00:00,1190.49,13.66,1007.4,1209.4
2024-11-23 16:00:00,1191.2,13.66,1009,1208.5
2024-11-23 15:00:00,1191.7,13.65,1010,1208
2024-11-23 14:00:00,1192.3,13.66,1012,1206.6
2024-11-23 13:00:00,1192.7,13.67,1013.1,1205.9
2024-11-23 12:00:00,1192.9,13.67,1014.4,1204.7
2024-11-23 11:00:00,1192.86,13.66,1015.7,1203.4
2024-11-23 10:00:00,1192.64,13.67,1015.9,1202.9
2024-11-23 09:00:00,1192.34,13.68,1016.2,1202.3
2024-11-23 08:00:00,1191.92,13.65,1016.2,1201.9
2024-11-23 07:00:00,1191.51,13.66,1016.3,1201.4
2024-11-23 06:00:00,1191.03,13.65,1016.6,1200.6
2024-11-23 05:00:00,1190.49,13.67,1016.4,1200.2
2024-11-23 04:00:00,1189.86,13.66,1016.5,1199.5
2024-11-23 03:00:00,1189.08,13.67,1016.3,1198.9
2024-11-23 02:00:00,1188.22,13.68,1016,1198.3
2024-11-23 01:00:00,1187.24,13.69,1015.4,1198
2024-11-23 00:00:00,1186.23,13.69,1015.1,1197.2
2024-11-22 23:00:00,1185.09,13.68,1014.7,1196.5
2024-11-22 22:00:00,1183.6,13.67,1014.2,1195.5
2024-11-22 21:00:00,1182.3,13.66,1012.5,1195.9
2024-11-22 20:00:00,1180.95,13.7,1011.5,1195.5
2024-11-22 19:00:00,1179.53,13.69,1009.6,1196
2024-11-22 18:00:00,1178.24,13.69,1008.4,1195.9
2024-11-22 17:00:00,1177.11,13.69,1005.4,1197.8
2024-11-22 16:00:00,1176.29,13.68,1004.1,1198.3
2024-11-22 15:00:00,1175.72,13.7,1002.5,1199.4
2024-11-22 14:00:00,1175.39,13.7,1001.5,1200
2024-11-22 13:00:00,1175.07,13.69,1001.5,1199.7
2024-11-22 12:00:00,1174.82,13.69,1001.1,1199.9
2024-11-22 11:00:00,1174.52,13.67,1001,1199.7
2024-11-22 10:00:00,1174.22,13.69,1000.4,1200
2024-11-22 09:00:00,1173.95,13.69,999.9,1200.2
2024-11-22 08:00:00,1173.66,13.67,999.6,1200.2
2024-11-22 07:00:00,1173.41,13.68,999.4,1200.2
2024-11-22 06:00:00,1173.03,13.68,998.8,1200.4
2024-11-22 05:00:00,1172.84,13.69,998.3,1200.7
2024-11-22 04:00:00,1172.62,13.69,997.8,1201
2024-11-22 03:00:00,1172.38,13.68,997.6,1201
2024-11-22 02:00:00,1172.12,13.68,996.9,1201.4
2024-11-22 01:00:00,1172.05,13.7,996.8,1201.4
2024-11-22 00:00:00,1171.87,13.7,996.4,1201.7
2024-11-21 23:00:00,1171.72,13.71,996,1201.9
2024-11-21 22:00:00,1171.52,13.68,995.5,1202.2
2024-11-21 21:00:00,1171.4,13.69,995,1202.6
2024-11-21 20:00:00,1171.35,13.69,994.5,1203.1
2024-11-21 19:00:00,1171.38,13.71,994.3,1203.3
2024-11-21 18:00:00,1171.49,13.69,994.1,1203.6
2024-11-21 17:00:00,1171.85,13.72,994,1204.1
2024-11-21 16:00:00,1172.27,13.72,994.6,1203.9
2024-11-21 15:00:00,1172.78,13.7,995.4,1203.6
2024-11-21 14:00:00,1173.39,13.71,996.6,1203
2024-11-21 13:00:00,1173.87,13.72,997.8,1202.3
2024-11-21 12:00:00,1174.24,13.71,998.9,1201.5
2024-11-20 11:00:00,1166.2,13.75,1002.4,1189.8
2024-11-20 10:00:00,1165.74,13.74,1002.3,1189.4
2024-11-20 09:00:00,1165.25,13.74,1001.7,1189.5
2024-11-20 08:00:00,1164.86,13.73,1000.5,1190.3
2024-11-20 07:00:00,1164.6,13.75,1000.1,1190.5
2024-11-20 06:00:00,1164.39,13.74,1000,1190.4
2024-11-20 05:00:00,1164.11,13.75,999,1191.1
2024-11-20 04:00:00,1163.97,13.75,998.8,1191.2
2024-11-20 03:00:00,1163.76,13.76,998.4,1191.3
2024-11-20 02:00:00,1163.6,13.76,998.2,1191.4
2024-11-20 01:00:00,1163.43,13.77,998,1191.4
2024-11-20 00:00:00,1163.09,13.74,997.2,1191.9
2024-11-19 23:00:00,1162.86,13.75,996.5,1192.4
2024-11-19 22:00:00,1162.69,13.75,996.1,1192.6
2024-11-19 21:00:00,1162.57,13.77,995.8,1192.8
2024-11-19 20:00:00,1162.18,13.78,995.7,1192.5
2024-11-19 19:00:00,1161.61,13.78,995.1,1192.5
2024-11-19 18:00:00,1161.26,13.77,994.9,1192.4
2024-11-19 17:00:00,1161.01,13.78,994.3,1192.7
2024-11-19 16:00:00,1160.63,13.79,993.6,1193
2024-11-19 15:00:00,1160.34,13.77,992.7,1193.7
2024-11-19 14:00:00,1160.33,13.76,992,1194.4
2024-11-19 13:00:00,1160.17,13.77,991.3,1194.9
2024-11-19 12:00:00,1159.85,13.79,991.3,1194.6
2024-11-19 11:00:00,1160.06,13.81,991.2,1194.9
2024-11-19 10:00:00,1160.01,13.81,990.9,1195.2
2024-11-19 09:00:00,1159.9,13.8,990.5,1195.5
2024-11-19 08:00:00,1160.18,13.81,990.2,1196.1
2024-11-19 07:00:00,1160.44,13.8,990.4,1196.1
2024-11-19 06:00:00,1160.91,13.81,990.9,1196.1
2024-11-19 05:00:00,1162.36,13.79,992.8,1195.6
2024-11-19 04:00:00,1163.53,13.79,995,1194.6
2024-11-19 03:00:00,1165.02,13.8,998,1193
2024-11-19 02:00:00,1166.17,13.79,1000.8,1191.4
2024-11-19 01:00:00,1167.03,13.8,1002.9,1190.1
2024-11-19 00:00:00,1167.82,13.8,1004.4,1189.4
2024-11-18 23:00:00,1168.41,13.8,1006.1,1188.2
2024-11-18 22:00:00,1168.96,13.77,1007.3,1187.6
2024-11-18 21:00:00,1169.5,13.8,1008.1,1187.3
2024-11-18 20:00:00,1169.91,13.81,1009,1186.8
2024-11-18 19:00:00,1170.17,13.79,1009.6,1186.5
2024-11-18 18:00:00,1170.75,13.81,1010,1186.6
2024-11-18 17:00:00,1170.74,13.81,1010.2,1186.4
2024-11-18 16:00:00,1170.71,13.81,1010.5,1186.1
2024-11-18 15:00:00,1170.75,13.81,1010.6,1186
2024-11-18 14:00:00,1170.76,13.8,1010.7,1185.9
2024-11-18 13:00:00,1170.81,13.83,1010.8,1185.9
2024-11-18 12:00:00,1170.78,13.81,1011,1185.7
2024-11-18 11:00:00,1170.44,13.8,1011,1185.3
2024-11-18 10:00:00,1171.22,13.8,1010.8,1186.3
2024-11-18 09:00:00,1170.99,13.81,1010.3,1186.6
2024-11-18 08:00:00,1170.86,13.89,1009.7,1187.1
2024-11-18 07:00:00,1170.67,13.81,1009.7,1186.9
2024-11-18 06:00:00,1170.59,13.78,1009.3,1187.2
2024-11-18 05:00:00,1170.94,13.81,1009,1187.9
2024-11-18 04:00:00,1171.01,13.8,1009.2,1187.7
2024-11-18 03:00:00,1171.02,13.8,1009.1,1187.8
2024-11-18 02:00:00,1170.99,13.81,1009,1187.9
2024-11-18 01:00:00,1171.08,13.81,1009,1188
2024-11-18 00:00:00,1171.47,13.81,1009.2,1188.2
2024-11-17 23:00:00,1171.62,13.81,1009.9,1187.6
2024-11-17 22:00:00,1171.85,13.82,1010.4,1187.4
2024-11-17 21:00:00,1172.02,13.84,1010.2,1187.7
2024-11-17 20:00:00,1172.26,13.84,1011.1,1187.1
2024-11-17 19:00:00,1172.57,13.83,1011.4,1187.1
2024-11-17 18:00:00,1172.69,13.83,1011.4,1187.2
2024-11-17 17:00:00,1172.81,13.84,1011.4,1187.3
2024-11-17 16:00:00,1172.92,13.84,1011.6,1187.2
2024-11-17 15:00:00,1172.97,13.83,1011.4,1187.5
2024-11-17 14:00:00,1173.11,13.84,1011.2,1187.8
2024-11-17 13:00:00,1173.24,13.83,1011.6,1187.6
2024-11-17 12:00:00,1173.42,13.84,1011.7,1187.6
2024-11-17 11:00:00,1173.57,13.84,1011.7,1187.8
2024-11-17 10:00:00,1173.74,13.86,1011.5,1188.2
2024-11-17 09:00:00,1173.74,13.83,1011,1188.7
2024-11-17 08:00:00,1173.83,13.85,1010.8,1189
2024-11-17 07:00:00,1173.92,13.85,1010.7,1189.2
2024-11-17 06:00:00,1174.06,13.85,1010.7,1189.3
2024-11-17 05:00:00,1174.29,13.85,1010.8,1189.4
2024-11-17 04:00:00,1174.62,13.85,1011.1,1189.5
2024-11-17 03:00:00,1174.88,13.85,1011.4,1189.4
2024-11-17 02:00:00,1175.2,13.84,1011.8,1189.3
2024-11-17 01:00:00,1175.56,13.86,1012.1,1189.4
2024-11-17 00:00:00,1175.92,13.86,1012.4,1189.5
2024-11-16 23:00:00,1176.37,13.87,1013,1189.3
2024-11-16 22:00:00,1176.74,13.85,1013.7,1189
2024-11-16 21:00:00,1177.19,13.87,1014.3,1188.8
2024-11-16 20:00:00,1177.58,13.86,1014.6,1188.9
2024-11-16 19:00:00,1177.91,13.85,1015.1,1188.7
2024-11-16 18:00:00,1178.26,13.86,1015.6,1188.6
2024-11-16 17:00:00,1178.57,13.86,1015.8,1188.7
2024-11-16 16:00:00,1178.93,13.85,1016.2,1188.7
2024-11-16 15:00:00,1179.33,13.87,1016.5,1188.8
2024-11-16 14:00:00,1179.76,13.85,1017.3,1188.4
2024-11-16 13:00:00,1180.38,13.86,1018,1188.3
2024-11-16 12:00:00,1180.92,13.91,1018.8,1188
2024-11-16 11:00:00,1181.07,13.87,1019.4,1187.6
2024-11-16 10:00:00,1181.44,13.86,1019.6,1187.8
2024-11-16 09:00:00,1181.67,13.86,1020.1,1187.5
2024-11-16 08:00:00,1181.86,13.86,1020,1187.8
2024-11-16 07:00:00,1182.17,13.87,1020.3,1187.8
2024-11-16 06:00:00,1182.48,13.88,1020.7,1187.7
2024-11-16 05:00:00,1182.68,13.89,1020.8,1187.8
2024-11-16 04:00:00,1183.05,13.88,1020.8,1188.2
2024-11-16 03:00:00,1183.49,13.87,1021.7,1187.7
2024-11-16 02:00:00,1183.85,13.86,1022.3,1187.5
2024-11-16 01:00:00,1184.28,13.91,1023.1,1187.1
2024-11-16 00:00:00,1184.54,13.88,1023.5,1186.9
2024-11-15 23:00:00,1184.9,13.89,1023.8,1187
2024-11-15 22:00:00,1185.19,13.87,1024.5,1186.6
2024-11-15 21:00:00,1185.44,13.87,1025,1186.3
2024-11-15 20:00:00,1185.72,13.88,1025.3,1186.3
2024-11-15 19:00:00,1185.84,13.88,1025.6,1186.1
2024-11-15 18:00:00,1185.89,13.89,1025.5,1186.3
2024-11-15 17:00:00,1186.01,13.89,1025.7,1186.2
2024-11-15 16:00:00,1186.21,13.89,1025.7,1186.4
2024-11-15 15:00:00,1186.42,13.89,1026.2,1186.1
2024-11-15 14:00:00,1186.69,13.89,1026.5,1186.1
2024-11-15 13:00:00,1187.07,13.89,1027.3,1185.6
2024-11-15 12:00:00,1187.54,13.86,1027.7,1185.7
2024-11-15 11:00:00,1187.65,13.87,1027.8,1185.7
2024-11-15 10:00:00,1187.67,13.88,1027.8,1185.7
2024-11-15 09:00:00,1187.68,13.89,1027.9,1185.7
2024-11-15 08:00:00,1187.69,13.88,1028,1185.6
2024-11-15 07:00:00,1187.77,13.88,1027.9,1185.7
2024-11-15 06:00:00,1187.88,13.87,1028,1185.8
2024-11-15 05:00:00,1188,13.88,1028.1,1185.8
2024-11-15 04:00:00,1188.12,13.89,1028.2,1185.8
2024-11-15 03:00:00,1188.25,13.89,1028.4,1185.7
2024-11-15 02:00:00,1188.39,13.9,1028.6,1185.7
2024-11-15 01:00:00,1188.57,13.9,1028.7,1185.7
2024-11-15 00:00:00,1188.68,13.88,1029,1185.6
2024-11-14 23:00:00,1188.83,13.9,1029.2,1185.5
2024-11-14 22:00:00,1188.82,13.9,1029.2,1185.5
2024-11-14 21:00:00,1188.83,13.89,1029.1,1185.6
2024-11-14 20:00:00,1188.88,13.93,1028.9,1185.9
2024-11-14 19:00:00,1188.81,13.89,1028.8,1185.9
2024-11-14 18:00:00,1188.7,13.89,1028.5,1186.1
2024-11-14 17:00:00,1188.68,13.9,1028.4,1186.2
2024-11-14 16:00:00,1188.73,13.91,1028.3,1186.3
2024-11-14 15:00:00,1188.79,13.92,1028,1186.7
2024-11-14 14:00:00,1188.94,13.92,1028.2,1186.6
2024-11-14 13:00:00,1189.02,13.94,1028.7,1186.2
2024-11-14 12:00:00,1188.95,13.93,1028.9,1185.9
2024-11-14 11:00:00,1188.92,13.91,1028.6,1186.2
2024-11-14 10:00:00,1188.99,13.89,1028.2,1186.7
2024-11-14 09:00:00,1188.99,13.91,1027.9,1187
2024-11-14 08:00:00,1188.95,13.91,1027.7,1187.2
2024-11-14 07:00:00,1189.05,13.91,1027.5,1187.5
2024-11-14 06:00:00,1189.26,13.91,1027.6,1187.6
2024-11-14 05:00:00,1189.45,13.91,1027.9,1187.5
2024-11-14 04:00:00,1189.66,13.91,1028,1187.6
2024-11-14 03:00:00,1189.93,13.91,1028.2,1187.6
2024-11-14 02:00:00,1190.24,13.91,1028.8,1187.4
2024-11-14 01:00:00,1190.56,13.92,1029.5,1187
2024-11-14 00:00:00,1190.75,13.91,1029.8,1186.9
2024-11-13 23:00:00,1191.1,13.92,1030.1,1186.9
2024-11-13 22:00:00,1191.28,13.92,1030.4,1186.8
2024-11-13 21:00:00,1191.49,13.92,1030.5,1186.9
2024-11-13 20:00:00,1191.67,13.91,1030.6,1187
2024-11-13 19:00:00,1191.88,13.93,1030.9,1186.9
2024-11-13 18:00:00,1191.37,13.92,1031.1,1186.2
2024-11-13 17:00:00,1191.53,13.94,1031.3,1186.1
2024-11-13 16:00:00,1191.72,13.94,1031.5,1186.1
2024-11-13 15:00:00,1191.77,13.94,1031.5,1186.2
2024-11-13 14:00:00,1192.19,13.93,1032,1186.1
2024-11-13 13:00:00,1192.34,13.93,1032.5,1185.7
2024-11-13 12:00:00,1192.93,13.93,1033.1,1185.7
2024-11-13 11:00:00,1192.58,13.96,1033.8,1184.6
2024-11-13 10:00:00,1192.84,13.91,1033.9,1184.8
2024-11-13 09:00:00,1192.93,13.92,1033.6,1185.2
2024-11-13 08:00:00,1192.84,13.93,1033.5,1185.2
2024-11-13 07:00:00,1192.8,13.91,1033.2,1185.5
2024-11-13 06:00:00,1192.85,13.92,1033.3,1185.4
2024-11-13 05:00:00,1192.54,13.91,1033.2,1185.2
2024-11-13 04:00:00,1192.58,13.93,1033,1185.5
2024-11-13 03:00:00,1192.62,13.92,1033.5,1185
2024-11-13 02:00:00,1193.18,13.92,1033.5,1185.6
2024-11-13 01:00:00,1193.32,13.92,1034,1185.2
2024-11-13 00:00:00,1193.25,13.92,1034.3,1184.8
2024-11-12 23:00:00,1193.38,13.93,1034.2,1185
2024-11-12 22:00:00,1192.83,13.93,1034.2,1184.5
2024-11-12 21:00:00,1192.61,13.98,1033.9,1184.6
2024-11-12 20:00:00,1192.72,13.93,1033.8,1184.8
2024-11-12 19:00:00,1192.6,13.94,1033.6,1184.9
2024-11-12 18:00:00,1192.62,13.96,1033.1,1185.4
2024-11-12 17:00:00,1192.23,13.95,1033,1185.1
2024-11-12 16:00:00,1192.25,13.95,1032.7,1185.4
2024-11-12 15:00:00,1192.05,13.95,1032.5,1185.4
2024-11-12 14:00:00,1191.94,13.95,1032.4,1185.4
2024-11-12 13:00:00,1191.89,13.96,1032.1,1185.7
2024-11-12 12:00:00,1191.8,13.95,1032.3,1185.4
2024-11-12 11:00:00,1191.71,13.96,1032.3,1185.3
2024-11-12 10:00:00,1191.49,13.97,1031.8,1185.6
2024-11-12 09:00:00,1191.17,13.95,1031.3,1185.8
2024-11-12 08:00:00,1190.73,13.94,1030.6,1186
2024-11-12 07:00:00,1190.51,13.94,1029.9,1186.5
2024-11-12 06:00:00,1190.43,13.97,1029.5,1186.8
2024-11-12 05:00:00,1190.26,13.96,1029.1,1187.1
2024-11-12 04:00:00,1190.22,13.96,1028.9,1187.2
2024-11-12 03:00:00,1190.13,13.94,1028.6,1187.4
2024-11-12 02:00:00,1190.16,13.96,1028.4,1187.7
2024-11-12 01:00:00,1190.2,13.95,1028.1,1188
2024-11-12 00:00:00,1190.34,13.95,1028,1188.3
2024-11-11 23:00:00,1190.63,13.98,1028.3,1188.3
2024-11-11 22:00:00,1190.65,13.96,1028.8,1187.8
2024-11-11 21:00:00,1190.91,13.96,1029,1187.8
2024-11-11 20:00:00,1191,13.96,1029.3,1187.6
2024-11-11 19:00:00,1191.01,13.97,1029.3,1187.6
2024-11-11 18:00:00,1191.05,13.97,1029.5,1187.5
2024-11-11 17:00:00,1190.75,13.97,1029.2,1187.5
2024-11-11 16:00:00,1190.54,13.98,1029.3,1187.1
2024-11-11 15:00:00,1190.19,13.96,1029.5,1186.6
2024-11-11 14:00:00,1190.43,13.98,1030,1186.3
2024-11-11 13:00:00,1190.44,13.99,1029.5,1186.8
2024-11-11 12:00:00,1190.23,13.98,1029.5,1186.6
2024-11-11 11:00:00,1190.22,13.96,1029.7,1186.4
2024-11-11 10:00:00,1189.99,13.99,1029.2,1186.7
2024-11-11 09:00:00,1190.05,13.97,1028.7,1187.3
2024-11-11 08:00:00,1189.99,13.97,1028.3,1187.6
2024-11-11 07:00:00,1189.97,13.96,1028,1187.9
2024-11-11 06:00:00,1190.03,13.97,1028,1188
2024-11-11 05:00:00,1190.17,13.98,1028.1,1188
2024-11-11 04:00:00,1190.18,13.97,1028.3,1187.8
2024-11-11 03:00:00,1190.23,13.98,1028.8,1187.3
2024-11-11 02:00:00,1190.26,13.96,1029,1187.2
2024-11-11 01:00:00,1190.34,13.96,1029.3,1186.9
2024-11-11 00:00:00,1190.89,13.97,1029.1,1187.7
2024-11-10 23:00:00,1190.95,13.99,1029.6,1187.3
2024-11-10 22:00:00,1190.84,13.98,1029.7,1187
2024-11-10 21:00:00,1190.6,13.98,1029.3,1187.2
2024-11-10 20:00:00,1190.4,13.98,1029.1,1187.2
2024-11-10 19:00:00,1190.18,13.98,1028.6,1187.5
2024-11-10 18:00:00,1189.86,13.99,1028.2,1187.6
2024-11-10 17:00:00,1189.8,13.97,1027.8,1187.9
2024-11-10 16:00:00,1189.72,13.99,1027.3,1188.4
2024-11-10 15:00:00,1189.7,13.99,1027.2,1188.4
2024-11-10 14:00:00,1189.71,13.99,1027.1,1188.5
2024-11-10 13:00:00,1189.33,14,1027.4,1187.9
2024-11-10 12:00:00,1189.45,13.97,1027.6,1187.8
2024-11-10 11:00:00,1189.04,13.99,1027.5,1187.5
2024-11-10 10:00:00,1188.93,13.99,1027.3,1187.5
2024-11-10 09:00:00,1189.09,13.99,1027,1188
2024-11-10 08:00:00,1188.89,13.98,1026.7,1188.1
2024-11-10 07:00:00,1188.81,14,1026.3,1188.4
2024-11-10 06:00:00,1188.79,14,1026,1188.7
2024-11-10 05:00:00,1188.7,13.98,1026,1188.6
2024-11-10 04:00:00,1188.69,13.98,1025.8,1188.8
2024-11-10 03:00:00,1188.79,14.02,1025.9,1188.8
2024-11-10 02:00:00,1188.78,14,1025.9,1188.8
2024-11-10 01:00:00,1188.71,13.98,1025.9,1188.7
2024-11-10 00:00:00,1188.78,14,1025.8,1188.9
2024-11-09 23:00:00,1188.79,13.99,1025.8,1188.9
2024-11-09 22:00:00,1188.74,14,1025.6,1189.1
2024-11-09 21:00:00,1188.72,13.99,1025.4,1189.3
2024-11-09 20:00:00,1188.76,13.99,1025.5,1189.2
2024-11-09 19:00:00,1188.7,13.99,1025.4,1189.2
2024-11-09 18:00:00,1188.65,14,1025.1,1189.5
2024-11-09 17:00:00,1188.62,14,1024.8,1189.8
2024-11-09 16:00:00,1188.43,14,1024.7,1189.7
2024-11-09 15:00:00,1188.53,14.01,1024.6,1189.9
2024-11-09 14:00:00,1188.8,14.02,1024.5,1190.3
2024-11-09 13:00:00,1188.36,13.99,1024.9,1189.4
2024-11-09 12:00:00,1188.56,13.98,1025.1,1189.4
2024-11-09 11:00:00,1189.25,13.99,1025,1190.2
2024-11-09 10:00:00,1189.31,13.99,1024.9,1190.4
2024-11-09 09:00:00,1189.39,14,1024.9,1190.5
2024-11-09 08:00:00,1189.35,14,1024.7,1190.6
2024-11-09 07:00:00,1189.4,13.99,1024.4,1191
2024-11-09 06:00:00,1189.49,13.99,1024.4,1191.1
2024-11-09 05:00:00,1189.65,14,1024.3,1191.3
2024-11-09 04:00:00,1189.81,13.99,1024.6,1191.2
2024-11-09 03:00:00,1189.96,13.99,1024.7,1191.2
2024-11-09 02:00:00,1190.11,14,1024.7,1191.4
2024-11-09 01:00:00,1190.31,13.99,1024.8,1191.5
2024-11-09 00:00:00,1190.5,14,1025,1191.5
2024-11-08 23:00:00,1190.66,14,1025,1191.7
2024-11-08 22:00:00,1190.83,14,1025.1,1191.7
2024-11-08 21:00:00,1191.01,14,1025.3,1191.7
2024-11-08 20:00:00,1191.24,14,1025.3,1191.9
2024-11-08 19:00:00,1191.44,14,1025.6,1191.8
2024-11-08 18:00:00,1191.56,14.01,1025.7,1191.9
2024-11-08 17:00:00,1191.66,14.01,1025.5,1192.2
2024-11-08 16:00:00,1191.69,14.01,1025.8,1191.9
2024-11-08 15:00:00,1191.82,14,1026,1191.8
2024-11-08 14:00:00,1192.2,14.01,1026.5,1191.7
2024-11-08 13:00:00,1192.55,14,1027,1191.5
2024-11-08 12:00:00,1193.13,14,1027.8,1191.3
2024-11-08 11:00:00,1193.27,13.99,1028.3,1191
2024-11-08 10:00:00,1193.57,14.01,1028.4,1191.2
2024-11-08 09:00:00,1193.71,14,1028.7,1191
2024-11-08 08:00:00,1193.81,14,1028.7,1191.1
2024-11-08 07:00:00,1194.02,14.02,1028.7,1191.3
2024-11-08 06:00:00,1194.14,14,1028.9,1191.2
2024-11-08 05:00:00,1194.29,14,1029,1191.3
2024-11-08 04:00:00,1194.59,14,1029.2,1191.4
2024-11-08 03:00:00,1194.91,14.01,1030,1190.9
2024-11-08 02:00:00,1195.11,14.01,1030.3,1190.8
2024-11-08 01:00:00,1195.4,14.01,1030.9,1190.5
2024-11-08 00:00:00,1195.58,14,1031.4,1190.1
2024-11-07 23:00:00,1195.72,14.01,1031.5,1190.2
2024-11-07 22:00:00,1195.79,14.01,1031.5,1190.3
2024-11-07 21:00:00,1195.89,14.01,1031.6,1190.3
2024-11-07 20:00:00,1196.01,14.01,1031.7,1190.3
2024-11-07 19:00:00,1196.03,14,1031.8,1190.2
2024-11-07 18:00:00,1196.13,14,1031.7,1190.4
2024-11-07 17:00:00,1196.22,14.01,1031.8,1190.4
2024-11-07 16:00:00,1196.26,14.01,1031.8,1190.4
2024-11-07 15:00:00,1196.39,14.04,1032,1190.4
2024-11-07 14:00:00,1196.39,14,1032.3,1190.1
2024-11-07 13:00:00,1196.5,14.04,1032.5,1190
2024-11-07 12:00:00,1196.63,14.03,1032.9,1189.7
2024-11-07 11:00:00,1196.75,14.03,1033.1,1189.6
2024-11-07 10:00:00,1196.69,14.01,1033,1189.6
2024-11-07 09:00:00,1196.71,14.03,1033.1,1189.6
2024-11-07 08:00:00,1196.61,14.04,1032.9,1189.7
2024-11-07 07:00:00,1196.47,14,1032.8,1189.6
2024-11-07 06:00:00,1196.5,14.04,1032.6,1189.9
2024-11-07 05:00:00,1196.43,14.02,1032.7,1189.7
2024-11-07 04:00:00,1195.95,14.02,1032.5,1189.4
2024-11-07 03:00:00,1196.03,14.02,1032.5,1189.5
2024-11-07 02:00:00,1196.14,14.06,1032.7,1189.4
2024-11-07 01:00:00,1196.19,14.03,1032.9,1189.2
2024-11-07 00:00:00,1196.22,14.03,1032.9,1189.3
2024-11-06 23:00:00,1196.21,14.06,1033,1189.2
2024-11-06 22:00:00,1196.18,14.03,1033.3,1188.8
